Manga_ID,Title,Score,Reach_Members,Loyalty_Favourites,Synopsis,Background,Comic Mag,Genres
11716,Katekyo!,8.05,18177,350,"Clumsy high school student Rintarou Noe has a problem: he has a difficult time dealing with his home tutor, Kaede Sumizome, and the strange feeling he gets whenever he gets too close to him. So, he decides the best way to make him quit is by failing his exams on purpose. Unfortunately for him, Kaede sees through his plan, and thus, Rintarou lies on the pretext that he failed because he was bored since he had not been able to go out much nor have fun at all. However, Kaede does not take this lightly and goes as far as to punish Rintarou. How will this affect their relationship?

[Written by MAL Rewrite]


Included one-shot:
Volume 2: Yuuutsu Trickster (2 chapters)","Katekyo! was published in English by Digital Manga Publishing as Private Teacher under the Juné imprint from November 17, 2011 to June 5, 2014.",drap,"Boys Love, Comedy, Erotica"
12917,Shaman King Kanzenban,8.05,17020,377,"Shaman King Kanzenban is a reprint of the original Shaman King series but with differences including the addition of new chapters (which changes the chapter numbering). The releases also included 16 special bonus chapters called Shaman King Remix Track.

(Source: MU)

Note: This entry will only contain the extra chapters included in this edition. Please see here for more information.",,Jump SQ.,"Action, Adventure, Comedy, Supernatural"
24903,Gangsta.,8.05,74060,2457,"In the crime-ridden city of Ergastulum, there exists a group of humans with super strength and speed dubbed ""twilights."" These twilights define the city with their constant tension with normal humans, and powerful factions of the town—the Corsica Family, the Monroe Family, the Cristiano Family, and the Paulklee Guild—use them as a means to maintain the fragile balance that exists within the city.

Enter the charming human Worick Arcangelo and the deaf twilight Nicolas Brown, two long-time friends and business partners of the neutral group ""The Handymen."" Working as muscle-for-hire, they are willing to take almost any job asked of them in order to make ends meet. One day, they find themselves receiving a seemingly regular job from the police: kill a rival pimp and his prostitute. However, this job is not all that it seems, as it takes the pair down a dangerous path and triggers events that could change the very framework of Ergastulum forever.

[Written by MAL Rewrite]","Gangsta. has been published in English by VIZ Media under the VIZ Signature imprint since February 18, 2014; in French by Glénat since January 2014; in Brazil by Jbc since October 2015; in Polish by Waneko since February 2016; and in Spanish by Milky Way Ediciones since October 2017.",Comic@Bunch,"Action, Drama"
9114,D.Gray-man: Reverse,8.05,6824,119,,,N/A,"Action, Adventure, Fantasy"
8742,Ashita no Ousama,8.05,4783,74,"First-year Japanese major Yuu Sasaya is a naive country girl who has yet to adjust to the sophisticated city lifestyle. After watching a stage play for the first time, a particular minor role's performance leaves such a profound impact on her that she decides to pursue a career in acting.

Yuu confesses her newfound dream to a classmate and though ridiculed, attains an opportunity to tour a theatre company. While there, she meets the well-reputed rookie actor, Touya Ichii, and immediately recognizes his voice as the character who had impacted her. Seeing Yuu's passion, Touya recommends her to his friend's troupe, Garandou Company, run by Shougo Shimamura.

Shougo tests Yuu's acting skills with high expectations, only to discover that she is a complete amateur. Unwilling to accept defeat so soon, she pleads him to let her observe and learn from them over time. Ashita no Ousama tells Yuu's story as she searches for her hidden flair among the different positions offered in a theatre troupe, with immense determination to make it big in the world of the dramatic arts.

[Written by MAL Rewrite]",,Young You,N/A
42569,Medaka Box Gaiden: Good Loser Kumagawa,8.05,4459,77,"Good Loser Kumagawa takes place two months before Kumagawa transfers to Hakoniwa Academy, and details his time at Suisou Academy. This is the story of Kumagawa's one month-long battle with Saki Sukinasaki, a battle that ended with the closure of Suisou Academy and no winner.

(Source: Medaka Box Wiki)",,N/A,N/A
44501,High Score Girl,8.05,20649,484,"Haruo ""Beastly Fingers"" Yaguchi rules the arcade gaming scene, but beneath his famous identity as a pro gamer is a plain sixth grader with an uneventful life. Neither popular, smart, nor athletic, he excels in only one thing: video games. Haruo would rather spend hours at the local arcade honing his gaming skills than take his life and academics seriously.

One day, Haruo meets his match in fellow classmate Akira Oono. Akira is not the type of person to frequent an arcade: she has perfect grades, is well-loved, and comes from a wealthy background. Even so, not only is she able to score a 29-game win streak, but she also manages to beat Haruo seven times in a row. Eager to end her domination, Haruo duels Akira in Street Fighter 2 and resorts to underhanded tactics—which earns him a slap in the face from the shy girl. This encounter starts a strange and rocky relationship between the two rival gamers.

[Written by MAL Rewrite]","High Score Girl was nominated for the 6th Manga Taishou Award and the 17th Tezuka Osamu Cultural Prize in 2013. In the same year, it placed 2nd on the Kono Manga ga Sugoi! Top 20 Manga for Male Readers survey and ranked 9th for the Comic Natalie Grand Prize. The series was put on hiatus between August 2014 and August 2015 due to copyright violation charges against publisher Square Enix by game company SNK Playmore for using characters from its games without permission. On July 25, 2016, serialization was officially resumed, and revised editions of volumes 1 to 5 were released under the title High Score Girl Continue. High Score Girl was published in English as Hi Score Girl by Square Enix from February 25, 2020, to January 17, 2023.",Big Gangan,"Comedy, Romance"
3954,Ze,8.05,3670,94,"In the weird house of Wakeari, Raizou has fallen in love. His object of desire is Kon. Even though Kon is an antisocial pretty boy, he does not laugh at Raizou. As the intense love scene of the tenants continues day after day, Raizou begins to like Kon more and more. At the same time, Kon is doing a secret ""job"" for clients that come to the house...

The Love Destiny that you can't escape from by Yuki Shimizu commences now!

(Source: Peccatore Sanctuary)","Ze has been published in English by Digital Manga Publishing under the 801 Media imprint since March 19, 2009. The final volume is set to be released on January 14, 2016.",Dear+,"Boys Love, Comedy, Drama, Supernatural, Erotica"
3868,Shigurui,8.05,33132,968,"The sadistic daimyo Tadanaga Tokugawa has decreed Japan's first martial arts competition with real swords, appalling even the most loyal of his retainers. However, when the spectators realize that the first match pits the one-armed Gennosuke Fujiki against the blind and lame Seigen Irako, even those with the most forceful objections declare the match to be a farce and the combatants' deformities an affront to their station.

Most of the attendees are unaware of the deep-seated hatred Gennosuke and Seigen hold for each other, which stems from their struggle to become the heir to the insane samurai Kogan Iwamoto, leader of the notorious Kogan-ryuu dojo. Their once-cordial rivalry for Kogan-ryuu and the hand of Kogan's daughter Mie quickly turns violent when one of the young warriors angers the master, causing a chain of events that eventually leads to their severe injuries.

Shigurui chronicles the decisions that led Gennosuke and Seigen to this desperate point, as well as the many lives ruined by the brutality of samurai culture.

[Written by MAL Rewrite]",,Champion RED,"Action, Drama"
115710,Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou,8.05,121417,1598,"Yuuta Okkotsu is haunted. Ever since his childhood friend Rika died in a traffic accident, her ghost has stuck with him. But her spirit does not appear as the sweet girl Yuuta once knew. Instead, she manifests as a monstrous and powerful entity who fiercely protects him. Unable to control Rika's violent behavior, Yuuta is helpless to stop the bloodshed that follows from her brutal vengeance. As a result, when apprehended by ""Jujutsu"" sorcerers—the secret guardians of the world, trained to combat forces like Rika—Yuuta wishes to be completely isolated so that no one else can get hurt.

Yet his apprehender, the master sorcerer Satoru Gojou, has different plans for him: he will join Tokyo Prefectural Jujutsu High School and learn to control Rika in order to help people. Now a first-year at this school, Yuuta starts to learn Jujutsu arts and combat malignant beings. Alongside his new classmates Maki Zenin, a Jujutsu weapons expert; Toge Inumaki, a spellcaster who uses his words as weapons; and Panda, a seemingly walking and talking panda bear, Yuuta begins to find his place in the world and, for once, to feel comfortable with his abilities. However, as his training progresses, Yuuta comes to learn that the dangers of the Jujutsu world go far beyond that of wicked spirits.

[Written by MAL Rewrite]","Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou is the prototype serialization of Jujutsu Kaisen. The story remains canon to the main series and it features a different central cast. Character designs used in this prototype were later altered in the main series; for instance, Toge Inumaki's initial design was later used for Jujutsu Kaisen's main protagonist Yuuji Itadori, while Toge underwent a redesign. It was published in English as Jujutsu Kaisen 0 by VIZ Media under the Shounen Jump imprint on January 5, 2021.",Jump GIGA,"Action, Supernatural"
116479,Shinsekai yori,8.05,3340,97,"Japan, 1000 years from now. Humanity, which has acquired the telekinetic power called ""Juryoku,"" fears the legendary abominations called ""Akki"" (Fiends) and ""Gouma"" (Karmic Demons), but has built a peaceful society. However, a group of children previously under the school's strict control, as a result of violating a certain rule, have suddenly descended into a nightmare! The false peace crumbles away, as a fantastic archive tells them the truth of humanity's bloodstained history?

(Source: Kodansha, translated)",Shinsekai yori won the 29th Nihon SF Taisho Award in 2008.,N/A,"Drama, Mystery, Sci-Fi, Supernatural"
1659,Five Star Stories,8.05,7136,190,"The Five Star Stories takes its name from the Joker Star Cluster where the stories take place. The star cluster is made up of four stars: Eastern, Western, Southern and Northern. The ""fifth star"" is a large comet named Stant that passes through that sector of space every 1,500 years pulling with it its own collection of orbiting planets.

In the distant past the Farus Di Kanon Empire, now commonly known as the ""Super Empire,"" controlled all 4 solar systems of the Joker Cluster. They enjoyed a level of technology much higher than is currently known and sent explorers to the far reaches of the Joker Galaxy. Around the year 9000 AD (Ammon Duul) the empire collapsed due to internal strife. The explorers were called home and what remained of civilization focused mainly on survival. Much technology and knowledge was lost by the time the imperial families of Amaterasu, Fillmore and Hathuha gathered and established the JC era. JC stands for ""Joker Calendar"" and was meant to give a common frame of reference to all nations to help foster a lasting peace. The JC calendar was adopted but the dream of peace was never realized.

The first story of The Five Star Stories begins in JC 2988. At this time interstellar travel is common and genetically engineered ""fatimas"" are well established as necessary co-pilots of the fearsome mortar headds that dominate the battlefields. Warfare between nations is commonplace and few still hope for peace.",,Newtype,Sci-Fi
1211,Ore to Akuma no Blues,8.05,25106,289,"Legend has it that if you take your guitar and stand at a crossroads at the witching hour, the devil will appear. He'll grab your instrument, play a song, and hand it back to you. You'll walk away an expert bluesman, but you'll have to pay the price: your immortal soul.

The year is 1929. Deep in the Mississippi Delta, a young man named R J dreams of becoming a bluesman. R J is a simple farmer who can barely play guitar, but when he takes a midnight stroll, his life is forever changed.

A phantasmagoric reimagining of the life of legendary blues great Robert Johnson, Ore to Akuma no Blues follows the journey of a man who really did sell his soul to the devil. Why not come along for the ride?

(Source: Del Rey, edited)","Ore to Akuma no Blues was previously serialized in Afternoon until it went on hiatus in 2008. It resumed in Young Magazine the 3rd on September 5, 2014. Del Rey published the series in English as Me and the Devil Blues: The Unreal Life of Robert Johnson in two 2-in-1 omnibus from July 29, 2008 to December 30, 2008. A combination horror story and re-telling of the mythologies of the American South, Ore to Akuma no Blues (Me and the Devil Blues) features RJ, a man who sells his soul to the devil in exchange for the devil teaching him to play the blues. The story features many elements familiar to American readers but not much featured in Japanese comics, including the practice of lynching and the sharp racial divisions in the south around the time of the story.",Young Magazine the 3rd,"Drama, Horror"
1092,Gokusen,8.05,20261,467,"Fresh out of college, Kumiko ""Yankumi"" Yamaguchi becomes a math teacher at an all-boys high school. Unfortunately for her, she's assigned by the school board as the homeroom teacher for class 3-D, which happens to be the class of delinquent students. When the class attempts to make a living hell out of Yankumi's career, they fail as her persistence and aggression gain her respect. However, little does anyone in the school know that Yankumi is actually heir to the Kuroda Ikka—one of Tokyo's most powerful yakuza clans.

(Source: ANN)","Gokusen was adapted into three-season live-action TV drama by Nippon Television that aired in 2002, 2005 and 2008. A live-action movie that followed the drama's storyline was released in 2009.",YOU,"Action, Comedy, Romance, Slice of Life"
655,Boku no Chikyuu wo Mamotte,8.05,13853,461,"Mystic dreams of a previous life in the moon lead to the bonding of seven students in an attempt to uncover the secrets behind what they have forgotten. As various truths are sought and avoided, Alice must hurry remembering if she is to save the fragile Rin from self-destruction. For only after facing the grave errors of the past, can they all move forward and live fully in the present.

(Source: MangaTraders)","Boku no Chikyuu wo Mamotte was also published in 12 bunkoban volumes, as well as 10 aizouban volumes. VIZ Media published the original 21-volume version in English as Please Save My Earth from October 29, 2003 to March 13, 2007.",Hana to Yume,"Drama, Fantasy, Mystery, Romance, Sci-Fi"
649,Gunslinger Girl,8.05,28447,1086,"The Social Welfare Agency in Italy is not what it seems. Yes, it rescues young girls who have been brutalized, but it then brainwashes them and turns them into ruthless killers for an elite and secret counter-terrorism unit for the Italian government.

Enter a young girl named Henrietta. After witnessing the savage murder of her family and barely surviving, the Agency takes her in and repairs her injuries using the latest in cybernetic technology. All traces of Henrietta's past are wiped from her mind, as she becomes one of the Agency's most lethal assassins.

(Source: Seven Seas Entertainment)","Gunslinger Girl had six volumes published in English by ADV Manga from December 29, 2003 to December 11, 2007, following several periods of hiatus. After the publisher went defunct, Seven Seas picked up the license, republishing the entire series with new translations and in an omnibus edition (with the exception of the last volume) from February 1, 2011 to July 2, 2013.",Dengeki Daioh,"Action, Award Winning, Drama, Sci-Fi"
144034,Akane-banashi,8.05,35676,669,"Rakugo, a traditional form of storytelling, takes years for any apprentice to master and ascend to the top rank of shinuchi. Ever since she could remember, Akane Ousaki has been mesmerized by her father Tooru's rakugo performances. Peeking in behind a sliding door, she would spend hours watching and mimicking his work.

For Tooru, the only thing separating him from that coveted rank is a promotion test in front of an audience and a senior rakugo master, Issho Arakawa. Despite his passionate performance, Tooru finds himself expelled from the rakugo school following the exam. This makes him give up on rakugo entirely and settle for a regular job, breaking his daughter's heart.

Filled with grief and anger, Akane now seeks vengeance on the man who refuses to see the genius behind her father's rakugo style. She begs Tooru's former rakugo master, Shiguma Arakawa, to take her under his wing. But Shiguma feels unworthy of taking on another pupil after what happened to her father six years prior. In order to see if she has what it takes to enter the rakugo world, Shiguma urges Akane to test her resolve by performing in front of an audience.

[Written by MAL Rewrite]","Akane-banashi has been published digitally as an English simulpub through MANGA Plus. The volumes have been published by VIZ Media under the Shonen Jump imprint since August 8, 2023. The manga ranked third in the Print Manga category at the eighth Tsugi ni Kuru Manga Awards in 2022.",Shounen Jump (Weekly),Drama
41629,Hyouka,8.05,21473,389,"The world of Kamiyama High School is full of colorful and mysterious events, but 15-year-old Houtarou Oreki cannot be bothered to pay much attention to it. Choosing to live his life by conserving energy whenever possible, he is content with acknowledging the bare minimum to get him through each day.

However, he finds his lifestyle threatened by his sister's request for him to join the Classics Club. Wishing to avoid any repercussions, Houtarou reluctantly agrees and visits the club room, where he meets the ladylike yet passionate Eru Chitanda. Joined by cheerful longtime friend Satoshi Fukube and former classmate Mayaka Ibara, the four members of the illustrious Classics Club delve into the enigmas of ordinary life on an idyllic journey of exploration.

[Written by MAL Rewrite]","Following the 12th volume, the manga began a new sequel series starting in the August 2019 issue of Shounen Ace. It focuses on the four club members in their second year of high school.",Shounen Ace,"Drama, Mystery, Slice of Life"
61097,Baraou no Souretsu,8.05,21529,800,"The crown of England has been hotly contested throughout history, and in the Middle Ages, a series of great civil wars becomes known as the War of the Roses. Claiming a right to the throne, the Duke of York seeks to unseat King Henry VI and his heir in order to become king himself.

On a dark day filled with many ill omens, the Duke gains a son: Richard Plantagenet, third of his name. Neither male nor female, but instead possessing characteristics of both sexes, Richard III is immediately reviled by his mother. Her hatred defines his childhood, leading to a deep disgust toward his own body and an adverse reaction to being called a demon.

Richard grows up troubled by visions of England's former foe, Joan of Arc, who taunts that he will bring ruin to all who know him. He believes that he can attain salvation by helping his father achieve his destiny of becoming the king. However, cursed by the expectations of both his mother and Joan, will Richard's actions instead drag his family down into darkness?

[Written by MAL Rewrite]","Baraou no Souretsu was published in English as Requiem of the Rose King by VIZ Media from March 10, 2015, to June 20, 2023. The series was published in Polish by Waneko from March 18, 2016, to July 15, 2023; and in Spanish by Ediciones Tomodomo from March 25, 2019, to April 17, 2023; and in French by Ki-oon from March 26, 2015, to October 20, 2022.",Princess,"Action, Drama, Supernatural"
160131,Pink Heart Jam: Beat,8.04,2433,36,"More than two years after Ryou Kanae graduated from college, he and Yuuki Haiga are still happily dating. They have been living together for over a year, but as Haiga's own graduation approaches, the stress of a job search sets in, while Kanae's work as an audio engineer keeps him busy. As they both try to balance their respective workloads, they still make time for romance—but between meeting the family, long working hours, and a touch of jealousy, Haiga and Kanae learn that love sometimes takes a bit of work.

[Written by MAL Rewrite]","Pink Heart Jam: Beat has been published in English by SuBLime since May 13, 2025.",Mellow Kiss,Boys Love
157888,Revenge of the Baskerville Bloodhound,8.04,36221,521,"Raised to kill like a pack of loyal hounds, the Baskerville children took countless lives as a band of fearsome assassins. Despite being the shunned illegitimate son of the brood, Bikir served his family faithfully, only to meet his untimely demise at his father's hands. But when he is inexplicably reborn with a second chance at life, Bikir, armed with the memories and knowledge of his past, swears to rise above the pack and take his revenge. This time, he's ready to bite the hand that feeds.

(Source: Tapas Media)","Revenge of the Baskerville Bloodhound has been published digitally in English by Tapas Media since August 26, 2023.",KakaoPage,"Action, Fantasy"
151815,Konjiki no Gash!! 2,8.04,4327,54,"100 demon children fought to determine the new king of the demon world. Once the war ended, the new king was crowned, and the demon world was at peace... or so you thought! The shocking reality of the current-day demon world is now revealed—and deep in the maw of despair, three demon children make a dangerous gambit.

(Source: Birgdin Board, translated)",,N/A,"Action, Adventure, Comedy, Supernatural"
104271,Chi no Wadachi,8.04,130630,4441,"Seiichi Osabe is an only child living a mundane life. Just like any middle schooler, he has friends, a crush on a girl, and loving parents. However, Seiichi's mother is extremely overprotective, which causes others to view him as a mama's boy.

Although he does not consider her behavior to be unusual, a certain incident starts to open his eyes to just how dangerous her affection is. As Seiichi tries to break free from her grasp, he learns that his life is not as normal as he thought.

[Written by MAL Rewrite]","Chi no Wadachi ranked ninth in the 2018 Kono Manga ga Sugoi! for the Male Readers division. The series was published in English as Blood on the Tracks by Kodansha USA under the Vertical Comics imprint from February 25, 2020 to September 17, 2024.",Big Comic Superior,"Drama, Suspense"
13271,Saraiya Goyou,8.04,11400,203,"Masterless samurai Akitsu Masanosuke is a skilled and loyal swordsman, but his naïve, diffident nature has time and again caused him to be let go by the lords who have employed him. Hungry and desperate, he becomes a bodyguard for Yaichi, the charismatic leader of a gang called ""Five Leaves."" Although disturbed by the gang's sinister activities, Masa begins to suspect that Yaichi's motivations are not what they seem. And despite his misgivings, the deeper he's drawn into the world of the Five Leaves, the more he finds himself fascinated by these devious, mysterious outlaws.

(Source: Sigikki)","Saraiya Goyou was published in English as House of Five Leaves by VIZ Media under the SigIkki imprint from September 21, 2010 to September 11, 2012.",Ikki,Drama
25636,Itoshi no Nekokke,8.04,4672,126,"Kei-chan moves in with his old friend and lover, Mii-kun, in Tokyo. Their romantic mood keeps getting interrupted by quirky tenants at Mii-kun's apartment, but there's a bigger obstacle they must face to be become true lovers!

(Source: JManga)","The first two volumes of Itoshi no Nekokke were published digitally in English as My Darling Kitten Hair by JManga from March 13, 2012, to December 2012. The was published in Spanish by Ediciones Tomodomo from September 21, 2020 to July 18, 2022.",Be x Boy GOLD,"Boys Love, Slice of Life, Erotica"
10179,Chichi no Koyomi,8.04,8332,115,"A family is devastated by the Great Tottori Fire of 1952, but the family comes to terms with the disaster and breaks free from the bonds holding them back.

(Source: Otakuworks)","Chichi no Koyomi was published in English as A Journal of My Father by Ponent Mon/Fanfare on March 16, 2021.",Big Comic,Slice of Life
34841,Byousoku 5 Centimeter,8.04,6486,194,"Novel adaptation of Makoto Shinkai's Byousoku 5 Centimeter anime.

A tale of two people, Toono Takaki and Shinohara Akari, who were close friends but gradually grow farther and farther apart as time moves on. They become separated because of their families yet continue to exchange contact in the form of letters. Yet as time continues to trudge on, their contact with one another begins to cease. Years pass and the rift between them grows ever larger. However, Takaki remembers the times they have shared together, but as life continues to unfold for him, he wonders if he would be given the chance to meet Akari again as the tale embarks on Takaki's realization of the world and people around him.","Byousoku 5 Centimeter was published in English as 5 Centimeters per Second by Yen Press under the Yen On imprint in an omnibus volume with Hoshi wo Ou Kodomo on April 27, 2021. It was published in Spanish by Planeta Cómic.",N/A,"Drama, Romance"
5775,Yamamoto Zenjirou to Moushimasu,8.04,7258,84,"Hotate is a 10 year old girl who was living at her grandmother's house since her mother died. One day her grandmother tells Hotate that she can't care for her anymore because of her age and that she's going to have to live at her uncle's house. After moving to her uncle's house, she attends a new school, but things aren't easy because of her special ability to see the dead. Can she make friends with students in her new class? And what's the secret behind the bond between her and her uncle...?! 

(Source: DivineSanctuary)

Included one-shot:
Volume 3: Aishite Nai",,Ribon Mascot,"Drama, Romance, Supernatural"
5711,Megumi no Daigo,8.04,4067,67,"Fire, smoke, adrenaline, and fear—when everyone is running to escape from a fire, a few courageous people are running to jump right into the thick of it. Firefighters put their own lives on the line to protect others and Daigo Asahina has always dreamed of becoming one. He's fresh out of the training academy and has been newly assigned to Medaka-Ga-Hama fire station. Cocky and overconfident, Daigo responds to a few calls and is quickly humbled and put in his place—he's still got a lot to learn before he can call himself a true firefighter.

(Source: VIZ Media)","Megumi no Daigo was published in English as Firefighter! Daigo of Fire Company M by VIZ Media from November 5, 2002 to November 13, 2007. VIZ Media rereleased the manga digitally from December 3, 2013 to April 15, 2014.",Shounen Sunday,"Action, Award Winning, Drama"
49567,Saenai Heroine no Sodatekata,8.04,11152,184,"Die-hard otaku Tomoya Aki never imagined himself falling for a girl in real life until one of his spring breaks, when he experienced a picturesque encounter with a mysterious beauty. Reminiscing about the brief yet enchanting event, he decides to produce a bishoujo game—a game focused on attractive girls—with the sole purpose of capturing the allure of that idyllic scene.

Days fly by, and Tomoya enters his second year of high school having made no progress on his game. On top of that, he is shocked to discover that the girl he met is his unremarkable classmate, Megumi Katou. Determined to make his game a reality, Tomoya ropes Megumi into the project and sets out to convince his childhood friend Eriri Spencer Sawamura and upperclassman Utaha Kasumigaoka to help with its development. Tomoya soon finds out, however, that working with friends on such an ambitious project is much more difficult than he initially thought.

[Written by MAL Rewrite]",,N/A,"Comedy, Drama, Romance"
50027,About Death,8.04,15949,459,"In a place between somewhere and nowhere, a man who calls himself ""God"" awaits people on the verge of death. He meets the good, the bad, and everyone in between, and allows them to reflect on their lives. Some require comfort, while others repent or regret their actions. God provides a fair judgment to all before they can pass on to the other side.

Life waits for no one. Still, people take living for granted while they are still in this world. But all men must die when their time comes. Philosophical and thought-provoking, About Death looks into concepts of life and death through the various experiences of dying people and their individual encounters with God.

[Written by MAL Rewrite]","About Death was published digitally in English by Webtoon Entertainment from June 30, 2014, to November 29, 2014. Each chapter was released with accompanying soundtracks composed by Squar. The music was later compiled into soundtrack CDs, which were released with the published edition of the series.",Naver Webtoon,"Slice of Life, Supernatural"
55163,Gakkougurashi!,8.04,58649,3065,"It is no coincidence that Megurigaoka Private High School is a second home for Yuki Takeya and the rest of the School Living Club. The club has only one mission: to spend day and night on campus promoting independence and engaging in a wide variety of school activities. Between Yuuri Wakasa's composure, Kurumi Ebisuzawa's dependability, Yuki Takeya's initiative, and their teacher Megumi Sakura's support, the club should have everything under control—in theory, that is.

As it turns out, living at school has its fair share of challenges. In order to make it to graduation and beyond, the members of the School Living Club must overcome their day-to-day troubles while making the most of their school lives.

[Written by MAL Rewrite]","Gakkougurashi! was nominated for the Seiun Award in the Best Comic Category in 2021. The English release of the first three volumes were placed on the Young Adult Library Services Association's 2017 Great Graphic Novels for Teens list; the fourth and fifth volumes were included in the 2018 list. The series was published in English as School-Live! by Yen Press from November 17, 2015 to August 25, 2020. The manga has also been published in Italian by Goen since November 12, 2021; and in Polish by Waneko from March 10, 2016 to April 27, 2020. A Japanese live-action film adaptation based on the series was released on January 25, 2019.",Manga Time Kirara Forward,"Horror, Mystery, Slice of Life, Suspense"
57035,"Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe",8.04,9295,258,"""Hey, Guren? Do you think... when we grow up, we can still be together like always?""

Just before the world fell to ruin because of mysterious virus that appeared on Earth which killed every infected human over the age of 13. Vampires conquered the surface—in that one last spring.

Ichinose Guren had entered a Sorcery Training School in Shibuya. This school was full of elites from famous families in the world of sorcerers. As he himself was of modest origin, Guren held a great ambition in his heart, even despite being labelled as trash. But among his classmates, a girl appeared who introduced herself by the name of the fiancée he had traded vows with a really long time ago... In that world slated for ruin, the boy sought power; and the girl sought power as well. A magic academy fantasy story begins!

(Source: owarinoseraph.tumblr, edited)","Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe was published in English as Seraph of the End: Guren Ichinose - Catastrophe at Sixteen by Vertical Inc. as omnibuses from January 26, 2016 to September 25, 2018.",N/A,"Action, Drama, Fantasy"
59893,Tanaka-kun wa Itsumo Kedaruge,8.04,30718,753,"If there is one thing that Tanaka wants more than anything, it is a quiet, uneventful day. With the help of his caring and reliable best friend Oota, as well as various other classmates, Tanaka strives to spend his high school days in the most peaceful way possible. Whether it be sleeping in the perfect spot at school or idly staring out of a window, his friends can count on finding him trying to live life as listlessly as possible. With the constant threat of everyday annoyances surrounding him, Tanaka uses every chance he has to avoid high-energy situations and just lie down for a good nap.

[Written by MAL Rewrite]",Tanaka-kun wa Itsumo Kedaruge has been published digitally in English as Tanaka-kun Is Always Listless by Square Enix through Manga UP!,Gangan Online,Slice of Life
115345,MADK,8.04,10461,518,"Makoto has always had twisted desires. Outcast from a young age due to his abnormal hobbies, he attempts to summon a demon to fulfill his wildest fetish—to feast on its guts. What he wasn’t aware of, however, was that he would summon the charismatic and dangerously beautiful Archduke of the Demon World, J.

J offers him any wish in exchange for his soul, and Makoto is finally able to make his most wicked desire come true. However, the chatty Archduke takes a liking to the terrible Makoto and turns him into a demon—vowing to raise and adore him in Hell. Makoto must now learn the delicate etiquette of the Demon World or suffer the consequence of his ignorance: having his soul ripped apart.

[Written by MAL Rewrite]","MADK was published in English by SuBLime from February 9, 2021 to December 12, 2023. It has been published in French by Taifu Comics since July 13, 2019.",Canna,"Boys Love, Horror, Supernatural, Erotica"
130661,Josee to Tora to Sakana-tachi,8.04,8994,113,"A youth romantic drama with themes of growing up, the story focuses on college student Tsuneo and dreamer Josee, who lives her life stuck in a wheelchair. Josee—named after the heroine in Françoise Sagan's Wonderful Clouds—spends most of her days reading and painting until by chance she encounters Tsuneo, and decides it's time to face the real world.

(Source: MAL News)","Josee to Tora to Sakana-tachi was published in English as Josee, the Tiger and the Fish by Yen Press as a 2-in-1 omnibus volume on September 20, 2022.",Da Vinci,"Drama, Romance"
1216,Gokinjo Monogatari,8.04,15653,444,"Welcome to Happy Berry! No, this isn't a fruit stand, but the label dreamed up by aspiring fashion designer Mikako Kouda. In her quest to make a name for herself in the fashion world, Mikako enters Yazawa Arts Academy, a prestigious art school, alongside her strictly platonic childhood friend Tsutomu. But there's one problem—Tsutomu's uncanny resemblance to a rock star skyrockets him to popularity and leads him to date the prettiest girl in school. Now Mikako can't help but wonder if what she feels is jealousy.

(Source: VIZ Media)","Gokinjo Monogatari was published in English as Neighborhood Story by VIZ Media under the Shojo Beat imprint from December 5, 2023 to December 3, 2024.",Ribon Magazine,Romance
648,Dogs: Bullets & Carnage,8.04,38016,1674,"Sometime in the future, somewhere in Europe, a city has many levels of underground, secret, dangerous levels that have answers to the past. Mihai is a retired assassin who has returned home to settle a vendetta and start a new life as a restaurant owner. Haine was genetically experimented on as a child, which led to him possesing dog like attributes. Badou is his clumsy chain smoking partner who becomes deranged when denied cigarettes. Naoto was orphaned as a child and has amnesia was trained to wield the sword. Their pasts are somehow connected to the secret underground and the organization that controls it.

(Source: ANN)

Included one-shot:
Volume 2: Dogs: Hardcore Twins","Dogs: Bullets & Carnage was published in English by VIZ Media under the VIZ Signature imprint from August 11, 2009 to June 16, 2015.",Ultra Jump,"Action, Drama"
573,Wild Adapter,8.04,9267,224,"Makoto Kubota wandered through life, not taking things too seriously or looking too deep within himself. His job as the head of the Izumo Group's youth gang kept him pleasantly occupied with yakuza wars, mahjong and assassinations... Until the day he stumbled upon a strange drug called Wild Adapter that produces bizarre side-effects—including death. Forever changed, Kubota becomes entangled with a drifter named Minoru Tokito, and the two form an unlikely companionship that draws them deeper into the mystery of Wild Adapter...

(Source: Tokyopop)","Wild Adapter had six volumes published in English by Tokyopop from February 13, 2007 to November 4, 2008. Before this, Chuang Yi had published four volumes in English, but they have since become defunct.",Zero-Sum Online,"Action, Boys Love, Comedy, Drama, Mystery"
