Anime_ID,Title,Originated_From,Story_DNA,Popularity_Rank,Score,Reach_Members,Loyalty_Favourites,Main_Genre,Studios,Producers,Licensors,Episodes,Airing_Year,Rating
3665,Ginga Eiyuu Densetsu Gaiden (1999),Novel,"Ginga Eiyuu Densetsu Gaiden (1999) is the second of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This second adaptation follows the achievements of Yang Wen-li of the Free Planets Alliance before the fateful Battle of Astarte, and continues the tales of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire.

Spiral Labyrinth
Yang is propelled to the spotlight after his famous evacuation of civilians from El Facil. Following an unofficial double promotion and a flurry of media attention, he chronicles his research of the Year 730 Mafia—a close-knit group of Alliance military officers centered around the famed tactician Bruce Ashbey. He investigates a startling claim by Ashbey's deceased widow that may have enormous political ramifications: that the great war hero was not killed in action but murdered.

The Mutineer
Reinhard and Kircheis are posted on the destroyer Hameln II, docked at Iserlohn Fortress. After gaining the respect of the crew, Reinhard's leadership is tested when the captain is severely wounded and passes command authority to Reinhard, the next-highest ranking officer on deck.

The Duelist
While Reinhard and Kircheis are working in the Imperial capital Odin, Reinhard learns of a mining rights dispute involving Dorothea von Schaffhausen, a friend of his sister Annerose von Grünewald. Upon hearing that Count Herxheimer intends to settle the matter with a duel, Reinhard volunteers to represent the Schaffhausen family.

The Retriever
After falling out of favor with the nobility, Count Herxheimer is trying to escape to the Free Planets Alliance with a stolen Seffle particle generator prototype. Reinhard is tasked with retrieving both the prototype and the defector, but is only assigned the cruiser Hässliche Entlein due to the confidential nature of the mission.

The Third Battle of Tiamat
To commemorate the 30th year of the reign of Kaiser Friedrich IV, the Empire announces a large-scale military campaign against the Free Planets Alliance. In the ensuing clash between the Imperial expeditionary force and three Alliance fleets, Reinhard's timely intervention shapes the tides of war.

[Written by MAL Rewrite]",5185,8.06,22503,29,"Action, Drama, Sci-Fi",K-Factory,"[{'mal_id': 382, 'type': 'anime', 'name': 'Tokuma Shoten', 'url': 'https://myanimelist.net/anime/producer/382/Tokuma_Shoten'}, {'mal_id': 905, 'type': 'anime', 'name': 'Tokuma Japan', 'url': 'https://myanimelist.net/anime/producer/905/Tokuma_Japan'}, {'mal_id': 2434, 'type': 'anime', 'name': 'Wright Staff', 'url': 'https://myanimelist.net/anime/producer/2434/Wright_Staff'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]",28.0,,R - 17+ (violence & profanity)
22145,Kuroshitsuji: Book of Circus,Manga,"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts do not come without a price. Children have mysteriously gone missing around London, correlating to that of the group's movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive; and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children.

Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.

[Written by MAL Rewrite]",593,8.06,439434,3869,"Action, Mystery, Supernatural",A-1 Pictures,"[{'mal_id': 17, 'type': 'anime', 'name': 'Aniplex', 'url': 'https://myanimelist.net/anime/producer/17/Aniplex'}, {'mal_id': 58, 'type': 'anime', 'name': 'Square Enix', 'url': 'https://myanimelist.net/anime/producer/58/Square_Enix'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 166, 'type': 'anime', 'name': 'Movic', 'url': 'https://myanimelist.net/anime/producer/166/Movic'}, {'mal_id': 517, 'type': 'anime', 'name': 'Asmik Ace', 'url': 'https://myanimelist.net/anime/producer/517/Asmik_Ace'}, {'mal_id': 1488, 'type': 'anime', 'name': 'Hakuhodo DY Media Partners', 'url': 'https://myanimelist.net/anime/producer/1488/Hakuhodo_DY_Media_Partners'}, {'mal_id': 1576, 'type': 'anime', 'name': 'DeNA', 'url': 'https://myanimelist.net/anime/producer/1576/DeNA'}]","[{'mal_id': 102, 'type': 'anime', 'name': 'Funimation', 'url': 'https://myanimelist.net/anime/producer/102/Funimation'}]",10.0,2014.0,R - 17+ (violence & profanity)
44218,Tunshi Xingkong,Web novel,"One day, an unknown RR virus appeared on earth, and the world fell into disaster. Infected animals mutate into frightening and massively attacking monsters. When humans face destruction, they build walls and build base cities as the last bastion of man. The trials experienced by mankind during this period of time are called the ""Period of Nirvana."" In extreme living environments, human power is also gradually advancing and evolving, and martial arts are emerging, and human power is qualitatively increasing compared to before. And the best of them is called the Warriors. Luo Feng, 18, also aspires to be one of them. Currently, he will take the college entrance exam and face a choice at a crossroads in his life, but suddenly a monster attack affects the trajectory of his life. 

Under the threat of powerful monsters, the inhabitants of the city are in danger, but the military is powerless. Only one soldier stood up and maintained the security of the base city. Luo Feng is infected by a warrior force, and secretly he decides to become a fighter to protect his loved ones. This is the beginning of everything, the starting point of Luo Feng's journey as a martial artist, and also the beginning of his legendary life. Luo Feng aspires to be a martial artist, but the road ahead is not smooth. The first thing he has to deal with is the influence of the outside environment that is not visible to him. Luo Feng's family's condition was alarming and life was difficult, his parents could not provide more help and could only rely on his own efforts. 

Ultimately, under constant hard work, Luo Feng continues to explore his own potential and is recognized by his increased abilities and self-improvement. Not only that, Luo Feng not only shouldered the burden of supporting the family, but also joined other justice fighters to face evil monsters to protect the homeland of mankind and for the better survival and development of mankind. In a desperate doomsday situation, can Luo Feng and the other soldiers drive away the monsters and successfully protect the human world?

(Source: Animexin)",6570,8.06,12267,187,"Action, Adventure, Fantasy, Sci-Fi",Sparkly Key Animation Studio,"[{'mal_id': 1349, 'type': 'anime', 'name': 'Tencent Animation & Comics', 'url': 'https://myanimelist.net/anime/producer/1349/Tencent_Animation___Comics'}, {'mal_id': 1727, 'type': 'anime', 'name': 'Tencent Video', 'url': 'https://myanimelist.net/anime/producer/1727/Tencent_Video'}]",[],26.0,,PG-13 - Teens 13 or older
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,Manga,"Hades is planning to take over the world, to achieve that goal, he sends out deceased Gold Saints to take Athena's head. Seiya and the other Bronze Saints come to help but their help isn't appreciated by the remaining Gold Saints that are still alive. 

(Source: ANN)",3116,8.06,62770,411,"Action, Adventure, Fantasy, Sci-Fi",Toei Animation,[],[],13.0,,PG-13 - Teens 13 or older
851,Kyou kara Ore wa!!,Manga,"Two transfer students, Mitsuhashi Takashi and Itou Shinji, tired of their boring normal life and unpopularity decide to take their arrival at a new school as an opportunity to reinvent their image, and become delinquents! Itou's justice clashing with Mitsuhashi's mischievous ways, they initially antagonize one another but soon become fast friends. The delinquent duo set out on various misadventures to become the greatest delinquents in all Japan!",4023,8.06,39385,484,"Action, Comedy",Studio Pierrot,[],[],10.0,,R - 17+ (violence & profanity)
48895,Overlord IV,Light novel,"E-Rantel, the capital city of the newly established Sorcerer Kingdom, suffers from a dire shortage of goods. Once a prosperous city known for its trade, it now faces a crisis due to its caution—or even fear—of its king, Ainz Ooal Gown. To make amends, Ainz sends Albedo to the city as a diplomatic envoy.

Meanwhile, the cardinals of the Slane Theocracy discuss how to retaliate against Ainz after his attack crippled the Re-Estize Kingdom's army, plotting for the Baharuth Empire to take over the Sorcerer Kingdom. However, when Emperor Jircniv Rune Farlord El Nix arranges a meeting with the Theocracy's messengers at a colosseum, he is confronted by none other than Ainz himself.

With their secret gathering now out in the open, the emperor and his guests learn that Ainz has challenged the Warrior King, the empire's greatest fighter, to a duel. With Ainz's motivations beyond his comprehension, Jircniv can do nothing but watch as humanity's future changes before his very eyes.

[Written by MAL Rewrite]",394,8.06,622279,7448,"Action, Adventure, Fantasy",Madhouse,"[{'mal_id': 238, 'type': 'anime', 'name': 'AT-X', 'url': 'https://myanimelist.net/anime/producer/238/AT-X'}, {'mal_id': 1333, 'type': 'anime', 'name': 'Hakuhodo DY Music & Pictures', 'url': 'https://myanimelist.net/anime/producer/1333/Hakuhodo_DY_Music___Pictures'}, {'mal_id': 1614, 'type': 'anime', 'name': 'NTT Plala', 'url': 'https://myanimelist.net/anime/producer/1614/NTT_Plala'}, {'mal_id': 1696, 'type': 'anime', 'name': 'Kadokawa', 'url': 'https://myanimelist.net/anime/producer/1696/Kadokawa'}]",[],13.0,2022.0,R - 17+ (violence & profanity)
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,Manga,"In 2024, the terrorist incident known as ""The Laughing Man Incident"" occurred in which Ernest Serano, president of the groundbreaking micromachine company, Serano Genomics, was kidnapped and ransomed. One day, the case having remained unsolved for six years, Detective Yamaguchi, who has been investigating ""The Laughing Man Incident,"" sends word that he wants to meet with Togusa from Public Safety Section 9. However, soon after sending this message, Yamaguchi, crucial to the success of the case, dies in an accident. Many days pass and in the midst of a police interview relay concerning suspicions behind interceptors, a forewarning is received from ""The Laughing Man"" of his next crime. The incorporeal hacker begins to move once again.

(Source: ANN)",3797,8.06,44165,60,"Mystery, Sci-Fi, Suspense",Production I.G,"[{'mal_id': 23, 'type': 'anime', 'name': 'Bandai Visual', 'url': 'https://myanimelist.net/anime/producer/23/Bandai_Visual'}, {'mal_id': 140, 'type': 'anime', 'name': 'Animax', 'url': 'https://myanimelist.net/anime/producer/140/Animax'}, {'mal_id': 159, 'type': 'anime', 'name': 'Kodansha', 'url': 'https://myanimelist.net/anime/producer/159/Kodansha'}, {'mal_id': 3024, 'type': 'anime', 'name': 'Fonishia', 'url': 'https://myanimelist.net/anime/producer/3024/Fonishia'}]","[{'mal_id': 233, 'type': 'anime', 'name': 'Bandai Entertainment', 'url': 'https://myanimelist.net/anime/producer/233/Bandai_Entertainment'}, {'mal_id': 947, 'type': 'anime', 'name': 'Manga Entertainment', 'url': 'https://myanimelist.net/anime/producer/947/Manga_Entertainment'}]",1.0,,R - 17+ (violence & profanity)
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,Manga,"Conspiring forces frame Jolyne Kuujou for a reckless crime, landing her in the infamous Green Dolphin Street Jail. Much like her father Joutarou, Jolyne is brash, brave, and just; she rails against her unfair sentence and quickly discovers the sinister circumstances that led to her incarceration.

A gift from her absent father grants Jolyne the power of Stone Free, a supernatural ability known as a Stand that allows her to unravel her body into string. Jolyne uses Stone Free to battle her way through the prison, recruiting new allies—Ermes Costello and Foo Fighters—to assist in her investigation. Together, the fearless women fight to uncover the menace behind Whitesnake, an enemy Stand responsible for the increasingly dangerous prisoners who are after Jolyne's life.

Through Jolyne, the Joestar lineage confronts the legacy of its one true enemy. Jolyne and her friends race to stop a disastrous plot and put an end to a culminating evil.

[Written by MAL Rewrite]",415,8.06,592472,7346,"Action, Adventure",David Production,"[{'mal_id': 415, 'type': 'anime', 'name': 'Warner Bros. Japan', 'url': 'https://myanimelist.net/anime/producer/415/Warner_Bros_Japan'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 1337, 'type': 'anime', 'name': 'Medicos Entertainment', 'url': 'https://myanimelist.net/anime/producer/1337/Medicos_Entertainment'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 119, 'type': 'anime', 'name': 'VIZ Media', 'url': 'https://myanimelist.net/anime/producer/119/VIZ_Media'}]",12.0,,R - 17+ (violence & profanity)
10643,Gintama: Dai Hanseikai,Manga,"Some of the characters get together and talk about ""regrets"" they have after 4 years of anime Gintama. Soon they fight over who gets more screen time. Special animation shown at the Gintama Haru Matsuri 2010 live event.",3923,8.06,41643,52,"Action, Comedy",Sunrise,[],[],1.0,,PG-13 - Teens 13 or older
32282,Shokugeki no Souma: Ni no Sara,Manga,"The qualifiers of the Autumn Elections are now over, and only eight talented chefs remain. Now, they face off in one-on-one food wars, each with their own unique themes. Met with both new judges and new opponents all with their own specialties, Souma must stay on his toes if he hopes to make it to the top of both the Autumn Elections and Tootsuki Culinary Academy.

[Written by MAL Rewrite]",137,8.06,1197926,3103,"Gourmet, Ecchi",J.C.Staff,"[{'mal_id': 53, 'type': 'anime', 'name': 'Dentsu', 'url': 'https://myanimelist.net/anime/producer/53/Dentsu'}, {'mal_id': 104, 'type': 'anime', 'name': 'Lantis', 'url': 'https://myanimelist.net/anime/producer/104/Lantis'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 415, 'type': 'anime', 'name': 'Warner Bros. Japan', 'url': 'https://myanimelist.net/anime/producer/415/Warner_Bros_Japan'}, {'mal_id': 460, 'type': 'anime', 'name': 'KlockWorx', 'url': 'https://myanimelist.net/anime/producer/460/KlockWorx'}, {'mal_id': 777, 'type': 'anime', 'name': 'Showgate', 'url': 'https://myanimelist.net/anime/producer/777/Showgate'}, {'mal_id': 1365, 'type': 'anime', 'name': 'Shueisha', 'url': 'https://myanimelist.net/anime/producer/1365/Shueisha'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]",13.0,2016.0,PG-13 - Teens 13 or older
